Time,Range,Magnitude
250.172,127.0,8129.0
250.235,127.0,7966.0
250.298,126.0,7887.0
250.361,125.0,7808.0
250.424,125.0,8013.0
250.487,124.0,8132.0
250.55,123.0,7859.0
250.613,124.0,7344.0
250.676,124.0,6748.0
250.739,124.0,6422.0
250.802,124.0,6486.0
250.865,124.0,6325.0
250.928,124.0,6065.0
251.991,124.0,5853.0
251.062,123.0,5728.0
251.125,123.0,5440.0
251.188,123.0,5550.0
251.251,122.0,5524.0
251.314,121.0,5490.0
251.377,121.0,5730.0
251.44,158.0,6103.0
251.503,158.0,5830.0
251.566,158.0,5945.0
251.629,157.0,5670.0
251.692,157.0,5751.0
251.755,157.0,5980.0
251.818,156.0,6235.0
251.881,156.0,6139.0
251.944,156.0,5916.0
252.017,156.0,5669.0
252.08,156.0,5450.0
252.143,156.0,5385.0
252.206,156.0,5372.0
252.269,156.0,5245.0
